ID,Year,Make,Model,Trim,Unique_ID,Horsepower,Torque,City MPG,Highway MPG,Driveline,Transmission,Hybrid,Fuel Type
CAR005368,2018,Ford,Edge,Type R,Ford_Edge_2018_Type R,378,358,23,19,4WD,Automatic,No,Gasoline
CAR005369,2023,Audi,Q7,Touring,Audi_Q7_2023_Touring,449,559,27,26,AWD,Automatic,No,Gasoline
CAR005370,1996,BMW,X5,RS,BMW_X5_1996_RS,345,681,12,17,RWD,Automatic,No,Gasoline
CAR005371,1996,Toyota,Camry,Premium,Toyota_Camry_1996_Premium,147,317,41,39,AWD,Automatic,Yes,Hybrid
CAR005372,1999,Toyota,C-HR,Grand Touring,Toyota_C-HR_1999_Grand Touring,147,323,38,40,AWD,Automatic,Yes,Hybrid
CAR005373,1997,Honda,Fit,LX,Honda_Fit_1997_LX,265,309,33,26,FWD,CVT,No,Gasoline
CAR005374,1997,Ram,ProMaster City,Sport,Ram_ProMaster City_1997_Sport,263,598,27,25,RWD,Automatic,Yes,Hybrid
CAR005375,2008,Mercedes-Benz,GLE,Luxury,Mercedes-Benz_GLE_2008_Luxury,594,422,23,23,AWD,Dual-Clutch,No,Gasoline
CAR005376,2002,Tesla,Model X,Grand Touring,Tesla_Model X_2002_Grand Touring,375,762,113,97,AWD,Automatic,No,Electric
CAR005377,2005,Subaru,Ascent,XLE,Subaru_Ascent_2005_XLE,240,280,23,33,RWD,Manual,No,Gasoline
CAR005378,2016,Ram,ProMaster City,Performance,Ram_ProMaster City_2016_Performance,425,331,14,23,RWD,Automatic,No,Gasoline
CAR005379,2003,Honda,Ridgeline,LX,Honda_Ridgeline_2003_LX,136,224,44,46,AWD,Automatic,Yes,Hybrid
CAR005380,2009,Ford,Maverick,Touring,Ford_Maverick_2009_Touring,435,588,24,24,RWD,Automatic,No,Gasoline
CAR005381,2011,Chevrolet,Malibu,Signature,Chevrolet_Malibu_2011_Signature,313,574,15,20,4WD,Automatic,No,Gasoline
CAR005382,2022,Mercedes-Benz,GLE,XLE,Mercedes-Benz_GLE_2022_XLE,325,616,17,29,AWD,Automatic,No,Diesel
CAR005383,2015,Audi,A6,Grand Touring,Audi_A6_2015_Grand Touring,466,307,24,33,AWD,Automatic,Yes,Hybrid
CAR005384,1997,Ford,Transit,Turbo,Ford_Transit_1997_Turbo,204,422,24,19,RWD,Automatic,No,Gasoline
CAR005385,2015,Honda,Passport,Sport,Honda_Passport_2015_Sport,211,363,27,29,FWD,Automatic,Yes,Hybrid
CAR005386,2001,Chevrolet,Camaro,EX,Chevrolet_Camaro_2001_EX,566,457,19,23,RWD,Automatic,No,Gasoline
CAR005387,2017,Chevrolet,Camaro,SE,Chevrolet_Camaro_2017_SE,624,589,25,17,RWD,Dual-Clutch,No,Gasoline
CAR005388,2019,Mazda,MX-5,Convenience,Mazda_MX-5_2019_Convenience,228,227,21,28,AWD,Dual-Clutch,No,Gasoline
CAR005389,2001,Nissan,Armada,LX,Nissan_Armada_2001_LX,329,171,22,33,AWD,Automatic,No,Gasoline
CAR005390,2021,Kia,Telluride,LE,Kia_Telluride_2021_LE,223,311,22,39,AWD,Automatic,No,Gasoline
CAR005391,2002,Mercedes-Benz,CLA,Touring,Mercedes-Benz_CLA_2002_Touring,419,288,23,24,AWD,Automatic,No,Gasoline
CAR005392,2002,BMW,X1,First Edition,BMW_X1_2002_First Edition,404,326,21,21,RWD,Dual-Clutch,No,Gasoline
CAR005393,2002,BMW,i3,Limited,BMW_i3_2002_Limited,474,275,27,20,RWD,Manual,No,Gasoline
CAR005394,1995,Honda,Ridgeline,LE,Honda_Ridgeline_1995_LE,273,262,21,30,FWD,CVT,No,Diesel
CAR005395,1996,Mercedes-Benz,CLA,AMG,Mercedes-Benz_CLA_1996_AMG,738,333,15,15,AWD,Automatic,No,Gasoline
CAR005396,2008,Kia,Forte,Convenience,Kia_Forte_2008_Convenience,219,339,34,32,FWD,Automatic,No,Gasoline
CAR005397,2005,Hyundai,Ioniq,Convenience,Hyundai_Ioniq_2005_Convenience,220,255,32,39,AWD,CVT,No,Gasoline
CAR005398,1999,Subaru,Forester,Limited,Subaru_Forester_1999_Limited,205,303,38,42,FWD,Dual-Clutch,Yes,Hybrid
CAR005399,1996,Toyota,Prius,Grand Touring,Toyota_Prius_1996_Grand Touring,261,323,37,47,FWD,Automatic,Yes,Hybrid
CAR005400,1999,Volkswagen,Polo,Luxury,Volkswagen_Polo_1999_Luxury,292,265,27,26,4WD,Manual,No,Gasoline
CAR005401,1996,Dodge,Charger,Performance,Dodge_Charger_1996_Performance,802,921,11,15,AWD,Manual,No,Gasoline
CAR005402,2015,Subaru,Impreza,Limited,Subaru_Impreza_2015_Limited,257,281,36,43,FWD,CVT,Yes,Hybrid
CAR005403,2003,Jeep,Compass,Limited,Jeep_Compass_2003_Limited,347,150,19,35,FWD,Manual,No,Gasoline
CAR005404,2008,Toyota,4Runner,Premium,Toyota_4Runner_2008_Premium,242,154,32,39,FWD,Automatic,No,Diesel
CAR005405,2008,BMW,1 Series,Ultimate,BMW_1 Series_2008_Ultimate,279,704,24,28,RWD,Automatic,No,Gasoline
CAR005406,2022,Audi,Q7,Platinum Plus,Audi_Q7_2022_Platinum Plus,609,674,22,35,AWD,Automatic,No,Gasoline
CAR005407,2007,Kia,Rio,XLE,Kia_Rio_2007_XLE,283,216,32,31,AWD,Automatic,No,Gasoline
CAR005408,2000,Mercedes-Benz,EQE,GT,Mercedes-Benz_EQE_2000_GT,657,636,11,20,AWD,Automatic,No,Gasoline
CAR005409,1997,Nissan,Murano,Grand Touring,Nissan_Murano_1997_Grand Touring,318,352,28,30,RWD,Automatic,No,Gasoline
CAR005410,1996,Chrysler,200,Luxury,Chrysler_200_1996_Luxury,137,243,33,28,RWD,Dual-Clutch,Yes,Hybrid
CAR005411,2011,Mazda,MX-5,EX,Mazda_MX-5_2011_EX,266,225,24,29,FWD,Manual,No,Gasoline
CAR005412,2000,Kia,Sportage,Touring,Kia_Sportage_2000_Touring,206,295,27,35,FWD,CVT,No,Diesel
CAR005413,2007,Dodge,Durango,Sport,Dodge_Durango_2007_Sport,366,302,25,21,AWD,Automatic,Yes,Hybrid
CAR005414,2002,Ford,Expedition,Grand Touring,Ford_Expedition_2002_Grand Touring,368,553,15,20,4WD,Automatic,No,Gasoline
CAR005415,2005,Subaru,BRZ,Grand Touring,Subaru_BRZ_2005_Grand Touring,322,206,29,38,4WD,Manual,Yes,Hybrid
CAR005416,2022,Toyota,Sienna,Luxury,Toyota_Sienna_2022_Luxury,210,314,39,50,FWD,Automatic,Yes,Hybrid
CAR005417,2007,Volkswagen,ID.4,Touring,Volkswagen_ID.4_2007_Touring,308,140,31,27,FWD,Dual-Clutch,No,Gasoline
CAR005418,1999,Chevrolet,Cruze,Performance,Chevrolet_Cruze_1999_Performance,300,416,15,23,AWD,Automatic,No,Gasoline
CAR005419,2009,Audi,Q5,Premium,Audi_Q5_2009_Premium,600,347,31,34,AWD,Automatic,Yes,Plug-in Hybrid
CAR005420,2006,Honda,Insight,S,Honda_Insight_2006_S,229,306,42,40,FWD,CVT,Yes,Hybrid
CAR005421,2006,Hyundai,Sonata,Signature,Hyundai_Sonata_2006_Signature,259,225,36,32,FWD,Automatic,Yes,Hybrid
CAR005422,1995,Honda,Civic,Convenience,Honda_Civic_1995_Convenience,294,267,32,37,FWD,Automatic,Yes,Hybrid
CAR005423,2013,Lexus,LS,XLE,Lexus_LS_2013_XLE,145,154,31,37,FWD,Manual,No,Gasoline
CAR005424,2011,Mercedes-Benz,GLB,Prestige,Mercedes-Benz_GLB_2011_Prestige,235,305,16,27,AWD,Automatic,No,Gasoline
CAR005425,2015,Nissan,Versa,Premium,Nissan_Versa_2015_Premium,239,325,19,36,AWD,Dual-Clutch,No,Gasoline
CAR005426,2017,Audi,Q5,S,Audi_Q5_2017_S,222,669,16,31,AWD,Automatic,No,Gasoline
CAR005427,2021,Honda,CR-V,Convenience,Honda_CR-V_2021_Convenience,189,238,40,44,AWD,Automatic,Yes,Plug-in Hybrid
CAR005428,2015,Audi,Q8,Platinum Plus,Audi_Q8_2015_Platinum Plus,432,663,28,30,RWD,Manual,No,Gasoline
CAR005429,2008,Jeep,Wrangler,Grand Touring,Jeep_Wrangler_2008_Grand Touring,345,381,33,37,RWD,CVT,Yes,Hybrid
CAR005430,1999,Ram,3500,S,Ram_3500_1999_S,396,643,21,17,4WD,Automatic,No,Gasoline
CAR005431,2002,Ford,Ranger,S,Ford_Ranger_2002_S,448,180,20,24,RWD,Automatic,No,Gasoline
CAR005432,1998,Mercedes-Benz,GLB,RS,Mercedes-Benz_GLB_1998_RS,322,318,14,27,AWD,Automatic,No,Gasoline
CAR005433,2017,Mercedes-Benz,S-Class,Grand Touring,Mercedes-Benz_S-Class_2017_Grand Touring,481,319,24,22,RWD,Automatic,No,Gasoline
CAR005434,2002,Mazda,CX-3,Luxury,Mazda_CX-3_2002_Luxury,245,187,30,23,AWD,Manual,No,Gasoline
CAR005435,2015,Tesla,Cybertruck,Signature,Tesla_Cybertruck_2015_Signature,671,666,119,114,AWD,Automatic,No,Electric
CAR005436,1996,Chevrolet,Colorado,Premium,Chevrolet_Colorado_1996_Premium,452,253,27,35,4WD,Automatic,Yes,Hybrid
CAR005437,1999,Audi,A4,Signature,Audi_A4_1999_Signature,445,349,22,24,RWD,Manual,No,Diesel
CAR005438,2023,BMW,X5,Luxury,BMW_X5_2023_Luxury,408,675,24,37,AWD,Automatic,No,Gasoline
CAR005439,2015,Nissan,Titan,EX,Nissan_Titan_2015_EX,239,146,25,31,4WD,CVT,No,Diesel
CAR005440,2024,Mazda,CX-30,Premium,Mazda_CX-30_2024_Premium,287,395,29,36,FWD,Dual-Clutch,No,Gasoline
CAR005441,2024,Ford,Fusion,LE,Ford_Fusion_2024_LE,165,234,31,24,AWD,Automatic,No,Gasoline
CAR005442,2006,Nissan,Frontier,S,Nissan_Frontier_2006_S,254,340,23,23,4WD,Automatic,No,Gasoline
CAR005443,2019,Audi,Q7,Platinum Plus,Audi_Q7_2019_Platinum Plus,250,385,18,23,AWD,Manual,No,Diesel
CAR005444,1999,Hyundai,Palisade,Luxury,Hyundai_Palisade_1999_Luxury,163,212,26,25,FWD,Automatic,No,Gasoline
CAR005445,2014,BMW,i3,M,BMW_i3_2014_M,271,842,12,27,AWD,Automatic,No,Gasoline
CAR005446,2017,Audi,Q8,Type R,Audi_Q8_2017_Type R,275,686,26,30,AWD,Manual,Yes,Hybrid
CAR005447,2024,Chevrolet,Corvette,Sport,Chevrolet_Corvette_2024_Sport,679,632,17,18,RWD,Manual,No,Gasoline
CAR005448,1996,Dodge,Viper,Luxury,Dodge_Viper_1996_Luxury,437,440,27,32,RWD,Automatic,No,Gasoline
CAR005449,1999,BMW,3 Series,Turbo,BMW_3 Series_1999_Turbo,314,711,16,19,RWD,Automatic,No,Gasoline
CAR005450,2013,Nissan,Leaf,Grand Touring,Nissan_Leaf_2013_Grand Touring,192,397,29,26,AWD,Dual-Clutch,No,Diesel
CAR005451,2012,Ford,Fusion,EX,Ford_Fusion_2012_EX,495,457,25,33,4WD,Automatic,No,Gasoline
CAR005452,2000,Honda,Fit,XLE,Honda_Fit_2000_XLE,206,170,34,30,FWD,CVT,No,Gasoline
CAR005453,2006,Honda,CR-Z,LE,Honda_CR-Z_2006_LE,208,162,31,44,AWD,Automatic,Yes,Hybrid
CAR005454,2002,Toyota,Sequoia,Sport,Toyota_Sequoia_2002_Sport,317,402,27,32,AWD,Automatic,No,Gasoline
CAR005455,2021,Chrysler,Pacifica,Limited,Chrysler_Pacifica_2021_Limited,217,217,33,34,FWD,Manual,Yes,Plug-in Hybrid
CAR005456,1999,Ford,Mustang,Sport,Ford_Mustang_1999_Sport,721,913,15,15,RWD,Manual,No,Gasoline
CAR005457,2001,Toyota,RAV4,XLE,Toyota_RAV4_2001_XLE,206,262,31,34,FWD,Automatic,No,Gasoline
CAR005458,2004,Honda,Odyssey,Limited,Honda_Odyssey_2004_Limited,180,292,39,37,FWD,Automatic,Yes,Plug-in Hybrid
CAR005459,2022,Audi,S6,Performance,Audi_S6_2022_Performance,556,562,16,27,RWD,Automatic,No,Gasoline
CAR005460,2017,BMW,X3,M,BMW_X3_2017_M,488,492,18,16,AWD,Manual,No,Gasoline
CAR005461,2011,BMW,X3,Exclusive,BMW_X3_2011_Exclusive,601,612,23,28,FWD,Automatic,No,Gasoline
CAR005462,2004,Hyundai,Elantra,Convenience,Hyundai_Elantra_2004_Convenience,207,214,28,35,FWD,Automatic,No,Diesel
CAR005463,2016,Mercedes-Benz,GLB,XLE,Mercedes-Benz_GLB_2016_XLE,481,444,30,34,AWD,Automatic,No,Gasoline
CAR005464,2005,Mercedes-Benz,C-Class,Ultimate,Mercedes-Benz_C-Class_2005_Ultimate,358,768,17,30,RWD,Automatic,No,Gasoline
CAR005465,1995,Volkswagen,Polo,Signature,Volkswagen_Polo_1995_Signature,166,198,25,24,FWD,CVT,No,Gasoline
CAR005466,2013,Hyundai,Santa Fe,Sport,Hyundai_Santa Fe_2013_Sport,191,221,21,26,AWD,Automatic,No,Gasoline
CAR005467,1995,Audi,RS4,AMG,Audi_RS4_1995_AMG,409,566,15,27,AWD,Automatic,No,Gasoline
CAR005468,2003,Subaru,BRZ,XLE,Subaru_BRZ_2003_XLE,165,142,28,30,RWD,Automatic,No,Gasoline
CAR005469,2022,Jeep,Cherokee,LE,Jeep_Cherokee_2022_LE,254,212,24,40,AWD,CVT,No,Gasoline
CAR005470,1997,Jeep,Grand Wagoneer,Luxury,Jeep_Grand Wagoneer_1997_Luxury,258,296,36,28,4WD,Dual-Clutch,Yes,Hybrid
CAR005471,2017,Lexus,UX,Signature,Lexus_UX_2017_Signature,272,290,23,29,RWD,Manual,No,Gasoline
CAR005472,2012,Porsche,Cayman,Ultimate,Porsche_Cayman_2012_Ultimate,650,619,24,25,AWD,Manual,No,Gasoline
CAR005473,2010,Honda,Fit,S,Honda_Fit_2010_S,258,288,20,35,AWD,Automatic,No,Gasoline
CAR005474,2001,Jeep,Wagoneer,XLE,Jeep_Wagoneer_2001_XLE,129,392,22,23,RWD,Automatic,No,Gasoline
CAR005475,2013,Tesla,Model 3,AMG,Tesla_Model 3_2013_AMG,985,586,132,87,AWD,Automatic,No,Electric
CAR005476,2018,Toyota,Camry,Convenience,Toyota_Camry_2018_Convenience,196,290,33,34,FWD,Automatic,No,Gasoline
CAR005477,2001,Mercedes-Benz,GLC,Sport,Mercedes-Benz_GLC_2001_Sport,386,561,17,16,AWD,Automatic,No,Gasoline
CAR005478,2014,Mercedes-Benz,E-Class,Platinum Plus,Mercedes-Benz_E-Class_2014_Platinum Plus,574,423,27,28,AWD,Dual-Clutch,Yes,Hybrid
CAR005479,2000,Hyundai,Santa Fe,Convenience,Hyundai_Santa Fe_2000_Convenience,294,307,34,37,FWD,CVT,Yes,Hybrid
CAR005480,2023,Nissan,Armada,EX,Nissan_Armada_2023_EX,333,231,22,32,4WD,Manual,No,Gasoline
CAR005481,2005,Dodge,Journey,AMG,Dodge_Journey_2005_AMG,322,720,17,25,4WD,Automatic,No,Gasoline
CAR005482,2012,Tesla,Model Y,Signature,Tesla_Model Y_2012_Signature,361,527,125,128,AWD,Automatic,No,Electric
CAR005483,2002,Chevrolet,Traverse,Type R,Chevrolet_Traverse_2002_Type R,344,631,23,15,4WD,Automatic,No,Gasoline
CAR005484,2018,Subaru,Forester,Touring,Subaru_Forester_2018_Touring,312,284,19,32,RWD,CVT,No,Gasoline
CAR005485,2018,Jeep,Grand Cherokee,EX,Jeep_Grand Cherokee_2018_EX,246,155,26,31,RWD,Manual,No,Diesel
CAR005486,2023,Jeep,Wagoneer,Sport,Jeep_Wagoneer_2023_Sport,410,296,26,35,4WD,Dual-Clutch,Yes,Hybrid
CAR005487,2019,Tesla,Model 3,Touring,Tesla_Model 3_2019_Touring,390,510,128,126,AWD,Automatic,No,Electric
CAR005488,1998,Kia,K5,LE,Kia_K5_1998_LE,162,303,20,35,AWD,Automatic,No,Diesel
CAR005489,2012,Ford,F-150,Touring,Ford_F-150_2012_Touring,383,648,24,17,4WD,Automatic,No,Gasoline
CAR005490,2019,Toyota,Venza,XLE,Toyota_Venza_2019_XLE,227,183,45,35,FWD,Automatic,Yes,Hybrid
CAR005491,2019,Toyota,RAV4,Luxury,Toyota_RAV4_2019_Luxury,169,207,32,31,AWD,CVT,No,Gasoline
CAR005492,2004,Subaru,Legacy,S,Subaru_Legacy_2004_S,209,224,38,33,AWD,Manual,Yes,Hybrid
CAR005493,2004,Honda,Pilot,Platinum,Honda_Pilot_2004_Platinum,225,335,30,36,FWD,Automatic,No,Gasoline
CAR005494,2023,BMW,4 Series,GT,BMW_4 Series_2023_GT,538,757,24,19,AWD,Automatic,No,Diesel
CAR005495,2000,Honda,Insight,LE,Honda_Insight_2000_LE,258,309,27,31,FWD,CVT,No,Gasoline
CAR005496,2007,Ford,Edge,Limited,Ford_Edge_2007_Limited,435,431,31,35,RWD,Automatic,Yes,Plug-in Hybrid
CAR005497,2002,Nissan,Armada,S,Nissan_Armada_2002_S,313,267,25,34,4WD,Dual-Clutch,No,Gasoline
CAR005498,1996,Audi,RS3,Turbo,Audi_RS3_1996_Turbo,497,502,19,28,AWD,Automatic,No,Gasoline
CAR005499,2011,Toyota,Venza,L,Toyota_Venza_2011_L,261,155,31,28,FWD,Automatic,No,Gasoline
CAR005500,2018,Volkswagen,Golf,Premium,Volkswagen_Golf_2018_Premium,122,283,22,38,AWD,Dual-Clutch,No,Gasoline
CAR005501,1997,Audi,Q8,RS,Audi_Q8_1997_RS,497,453,12,22,AWD,Manual,No,Gasoline
CAR005502,2008,Ford,Edge,XLE,Ford_Edge_2008_XLE,410,417,34,39,4WD,Automatic,Yes,Plug-in Hybrid
CAR005503,2021,Chevrolet,Impala,S,Chevrolet_Impala_2021_S,459,590,34,40,RWD,Automatic,Yes,Hybrid
CAR005504,2023,Volkswagen,Jetta,Premium,Volkswagen_Jetta_2023_Premium,343,279,35,41,AWD,Manual,Yes,Hybrid
CAR005505,1995,Lexus,RC,Turbo,Lexus_RC_1995_Turbo,271,255,30,33,RWD,CVT,Yes,Hybrid
CAR005506,2011,Audi,A8,Black Label,Audi_A8_2011_Black Label,454,337,16,24,AWD,Automatic,No,Gasoline
CAR005507,2017,Honda,Passport,Premium,Honda_Passport_2017_Premium,297,240,29,34,FWD,CVT,No,Gasoline
CAR005508,2002,BMW,X7,Grand Touring,BMW_X7_2002_Grand Touring,499,490,18,22,AWD,Automatic,No,Gasoline
CAR005509,2024,Subaru,Outback,Convenience,Subaru_Outback_2024_Convenience,188,279,25,34,4WD,Automatic,No,Gasoline
CAR005510,2011,Lexus,RC,Type R,Lexus_RC_2011_Type R,197,246,23,21,AWD,Automatic,No,Gasoline
CAR005511,2007,Lexus,LFA,Exclusive,Lexus_LFA_2007_Exclusive,347,298,28,27,AWD,Automatic,No,Diesel
CAR005512,2002,Tesla,Roadster,Sport,Tesla_Roadster_2002_Sport,624,787,97,119,AWD,Automatic,No,Electric
CAR005513,2023,Honda,Passport,Limited,Honda_Passport_2023_Limited,281,325,36,44,FWD,CVT,Yes,Hybrid
CAR005514,2015,Mercedes-Benz,A-Class,Touring,Mercedes-Benz_A-Class_2015_Touring,225,467,23,29,AWD,Automatic,No,Gasoline
CAR005515,1996,Chevrolet,Corvette,RS,Chevrolet_Corvette_1996_RS,477,787,20,21,RWD,Manual,Yes,Hybrid
CAR005516,2007,Jeep,Gladiator,Luxury,Jeep_Gladiator_2007_Luxury,249,370,32,39,RWD,Manual,Yes,Hybrid
CAR005517,2016,Nissan,Frontier,Platinum,Nissan_Frontier_2016_Platinum,238,379,21,28,FWD,Dual-Clutch,No,Gasoline
CAR005518,2022,Ford,Maverick,AMG,Ford_Maverick_2022_AMG,553,462,14,22,RWD,Automatic,No,Gasoline
CAR005519,2010,Tesla,Cybertruck,Performance,Tesla_Cybertruck_2010_Performance,717,642,115,91,RWD,Automatic,No,Electric
CAR005520,2022,Chrysler,200,Touring,Chrysler_200_2022_Touring,165,239,29,29,FWD,Automatic,No,Gasoline
CAR005521,2017,Hyundai,Santa Fe,Convenience,Hyundai_Santa Fe_2017_Convenience,229,177,23,38,FWD,Automatic,No,Gasoline
CAR005522,2016,Nissan,Pathfinder,Touring,Nissan_Pathfinder_2016_Touring,320,238,24,28,AWD,CVT,No,Diesel
CAR005523,2020,Tesla,Model S,Type R,Tesla_Model S_2020_Type R,960,988,98,100,AWD,Automatic,No,Electric
CAR005524,2016,Chevrolet,Silverado,Premium,Chevrolet_Silverado_2016_Premium,478,524,15,16,RWD,Manual,No,Gasoline
CAR005525,2002,Nissan,Sentra,Luxury,Nissan_Sentra_2002_Luxury,223,277,28,29,AWD,CVT,No,Gasoline
CAR005526,2020,Ford,Fusion,S,Ford_Fusion_2020_S,261,228,26,40,AWD,Automatic,Yes,Hybrid
CAR005527,1997,Tesla,Roadster,M,Tesla_Roadster_1997_M,894,598,139,93,RWD,Automatic,No,Electric
CAR005528,2010,Audi,e-tron,Black Label,Audi_e-tron_2010_Black Label,379,434,26,31,AWD,Automatic,No,Gasoline
CAR005529,2018,Dodge,Viper,LE,Dodge_Viper_2018_LE,192,380,24,35,RWD,Automatic,No,Gasoline
CAR005530,2013,Chevrolet,Equinox,XLE,Chevrolet_Equinox_2013_XLE,195,308,18,28,4WD,Automatic,No,Gasoline
CAR005531,2009,Subaru,WRX,Luxury,Subaru_WRX_2009_Luxury,219,360,25,37,4WD,Dual-Clutch,No,Diesel
CAR005532,2007,Toyota,Tacoma,S,Toyota_Tacoma_2007_S,574,361,15,16,4WD,Automatic,No,Gasoline
CAR005533,1998,BMW,7 Series,Exclusive,BMW_7 Series_1998_Exclusive,295,337,16,25,RWD,Manual,No,Gasoline
CAR005534,2013,Mercedes-Benz,CLS,Exclusive,Mercedes-Benz_CLS_2013_Exclusive,595,377,37,35,RWD,Manual,Yes,Plug-in Hybrid
CAR005535,2009,Ram,2500,Limited,Ram_2500_2009_Limited,576,608,20,26,4WD,Automatic,No,Gasoline
CAR005536,2015,BMW,X5,AMG,BMW_X5_2015_AMG,482,863,21,25,RWD,Automatic,No,Gasoline
CAR005537,1998,Nissan,Frontier,S,Nissan_Frontier_1998_S,315,397,38,31,4WD,Automatic,Yes,Hybrid
CAR005538,1999,Chevrolet,Colorado,Premium,Chevrolet_Colorado_1999_Premium,344,532,16,22,RWD,Automatic,No,Gasoline
CAR005539,2020,Volkswagen,Golf,Limited,Volkswagen_Golf_2020_Limited,306,192,37,41,FWD,CVT,Yes,Hybrid
CAR005540,2006,Volkswagen,Touareg,Premium,Volkswagen_Touareg_2006_Premium,255,344,25,37,FWD,CVT,No,Gasoline
CAR005541,2005,Nissan,Sentra,XLE,Nissan_Sentra_2005_XLE,155,249,29,29,RWD,CVT,No,Gasoline
CAR005542,1996,Ram,2500,Sport,Ram_2500_1996_Sport,521,755,17,18,4WD,Automatic,No,Gasoline
CAR005543,2001,Toyota,Tacoma,XLE,Toyota_Tacoma_2001_XLE,551,622,14,26,4WD,Manual,No,Gasoline
CAR005544,2000,Chevrolet,Colorado,SE,Chevrolet_Colorado_2000_SE,340,299,28,29,RWD,Automatic,No,Gasoline
CAR005545,2017,Mazda,CX-3,LE,Mazda_CX-3_2017_LE,193,149,25,28,FWD,Automatic,No,Gasoline
CAR005546,2001,Dodge,Viper,Convenience,Dodge_Viper_2001_Convenience,410,530,21,26,RWD,Automatic,No,Gasoline
CAR005547,2001,Tesla,Model 3,Premium,Tesla_Model 3_2001_Premium,773,799,121,119,AWD,Automatic,No,Electric
CAR005548,2015,Jeep,Grand Cherokee,L,Jeep_Grand Cherokee_2015_L,199,232,30,32,RWD,Manual,No,Gasoline
CAR005549,2000,Dodge,Charger,LE,Dodge_Charger_2000_LE,613,640,32,28,RWD,Dual-Clutch,Yes,Plug-in Hybrid
CAR005550,2008,Nissan,Frontier,Signature,Nissan_Frontier_2008_Signature,320,322,22,28,FWD,Dual-Clutch,No,Gasoline
CAR005551,2004,BMW,X5,Type R,BMW_X5_2004_Type R,533,343,23,24,AWD,Automatic,No,Gasoline
CAR005552,2012,Mazda,CX-3,EX,Mazda_CX-3_2012_EX,247,266,25,35,4WD,Dual-Clutch,No,Diesel
CAR005553,2013,Chevrolet,Malibu,Type R,Chevrolet_Malibu_2013_Type R,253,290,13,21,RWD,Automatic,No,Gasoline
CAR005554,1995,Toyota,Yaris,Touring,Toyota_Yaris_1995_Touring,221,157,37,33,AWD,CVT,Yes,Plug-in Hybrid
CAR005555,2002,Toyota,Highlander,SE,Toyota_Highlander_2002_SE,183,235,29,37,FWD,Automatic,Yes,Plug-in Hybrid
CAR005556,2005,Jeep,Grand Cherokee,Limited,Jeep_Grand Cherokee_2005_Limited,258,324,30,32,AWD,Dual-Clutch,No,Gasoline
CAR005557,2004,Audi,Q7,Sport,Audi_Q7_2004_Sport,357,650,11,16,AWD,Automatic,No,Gasoline
CAR005558,2010,BMW,5 Series,First Edition,BMW_5 Series_2010_First Edition,479,345,16,28,AWD,Automatic,No,Gasoline
CAR005559,2024,Kia,Rio,Luxury,Kia_Rio_2024_Luxury,296,244,27,40,FWD,CVT,No,Gasoline
CAR005560,2024,Honda,Ridgeline,SE,Honda_Ridgeline_2024_SE,207,240,37,41,FWD,Automatic,Yes,Hybrid
CAR005561,2001,Mazda,MX-5,Luxury,Mazda_MX-5_2001_Luxury,212,199,18,26,AWD,CVT,No,Gasoline
CAR005562,2015,Toyota,Tacoma,Platinum,Toyota_Tacoma_2015_Platinum,545,676,22,25,RWD,Automatic,No,Gasoline
CAR005563,1995,Hyundai,Veloster,Premium,Hyundai_Veloster_1995_Premium,169,171,31,29,AWD,CVT,No,Gasoline
CAR005564,1996,Ford,Ranger,Performance,Ford_Ranger_1996_Performance,432,652,19,15,RWD,Automatic,No,Gasoline
CAR005565,2013,Honda,Accord,Signature,Honda_Accord_2013_Signature,167,173,39,33,FWD,Automatic,Yes,Plug-in Hybrid
CAR005566,2008,Ram,1500,Limited,Ram_1500_2008_Limited,544,660,24,25,4WD,Automatic,No,Gasoline
CAR005567,1996,BMW,i3,Premium,BMW_i3_1996_Premium,523,613,17,28,RWD,Automatic,No,Diesel
CAR005568,2020,Tesla,Model X,Limited,Tesla_Model X_2020_Limited,357,665,126,120,AWD,Automatic,No,Electric
CAR005569,2021,Mercedes-Benz,GLE,Prestige,Mercedes-Benz_GLE_2021_Prestige,545,484,24,27,AWD,Manual,No,Gasoline
CAR005570,1998,Audi,RS4,Touring,Audi_RS4_1998_Touring,429,316,23,32,RWD,Automatic,No,Gasoline
CAR005571,1997,Mercedes-Benz,AMG GT,Type R,Mercedes-Benz_AMG GT_1997_Type R,575,350,21,25,AWD,Automatic,No,Gasoline
CAR005572,2014,Subaru,BRZ,Sport,Subaru_BRZ_2014_Sport,326,186,24,31,FWD,CVT,No,Gasoline
CAR005573,2004,Jeep,Wrangler,Grand Touring,Jeep_Wrangler_2004_Grand Touring,335,220,18,32,4WD,Manual,No,Gasoline
CAR005574,2004,Mercedes-Benz,GLS,Luxury,Mercedes-Benz_GLS_2004_Luxury,467,529,31,28,RWD,Manual,Yes,Hybrid
CAR005575,2016,Lexus,GX,Platinum Plus,Lexus_GX_2016_Platinum Plus,149,194,37,44,RWD,Manual,Yes,Hybrid
CAR005576,2004,Mercedes-Benz,GLC,Black Label,Mercedes-Benz_GLC_2004_Black Label,531,753,17,30,RWD,Manual,No,Gasoline
CAR005577,2005,Toyota,Highlander,LX,Toyota_Highlander_2005_LX,201,227,29,36,FWD,Automatic,No,Gasoline
CAR005578,2014,Ford,Explorer,AMG,Ford_Explorer_2014_AMG,505,660,16,18,RWD,Automatic,No,Gasoline
